#,Name,Instruction #1,Instruction #2,Instruction #3,Less Emotion,More Emotion,Happiness Domain,From Feelings (A),North Star (A),Parent Lineage,From Feelings (Final),To Feelings (Final),Specific Lineage,Time Required,Immediate?,Context
80,Remind Yourself That All Shall Be Well,"Find a place where you can sit or lay down to relax. Tell yourself, “All shall be well.” ","Then say, “And all shall be well.” ","Then say, “All manner of things shall be well.” Check in and see how your mood has changed.",Anxiety,Contentment,emotions,"Stressed, Frustrated, Worried",Reassured,christianity,frustrated,hopeful,Christian mysticism,60,Yes,Alone
81,Record and Listen,"When you’re feeling stuck or frustrated, speak into your phone recorder as your “small self.” Voice your concerns or stresses. ","Take a series of calming breath or a walk, or do something else that soothes you.",Listen to the recording as your “big self.” Notice how your feelings have changed since you first made the recording.,Anger,Contentment,presence,"Stressed, Lonely, Insecure, self_critical, Sad",Sharp,buddhism,insecure,compassionate,Zen Teacher Cheri Huber,300+,Yes,Alone
82,Cast an Intention,"Think of a daily intention you have for yourself—a simple goal for how you want to be in the world, that you can do today.","Check your intention, and make sure it isn’t too hard. Your intention doesn’t have to be lofty or difficult! It can be simple, or something you already typically do.","Outloud or to yourself, repeat this phrase with your intention filling in the blank: “I want to ___________ today.” ",Anxiety,Contentment,presence,"Bored, Tired, Motivated",Attuned,,bored,motivated,,60,Yes,Alone
83,Wash Your Hands and Arms,"Roll up your sleeves past your elbows, and wet your hands and arms.","Lather soap and wash and dry your hands, arms, and elbows, noticing the warmth of the water and the experience of touch.","Repeat three times, allowing each successive wash and dry to renew your energy.",Anxiety,Contentment,body,"Stressed, Frustrated, Worried, Sad",Cleansed,islam,stressed,content,"Wudu - Muslim preparation for prayer by washing hands, feet, mouth etc.",180,Yes,Alone
84,Take a Nature Walk,"Prepare to go for a walk, leaving behind your phone and other tech.","Silently walk through your neighborhood or community, paying attention to any plants and animals you see.","When something draws your eye, walk closer to it and actively notice its beauty and resilience.",Anxiety,Awe,nature,"Stressed, Frustrated, Happy, Relaxed, Creative",Plugged in,indigenous,stressed,joyful,Japanese Forest Bathing,600+,No,"Alone, Together"
85,Imagine Your Hands in Honey,Put out your hands and focus your gaze on them.,"Very slowly start to move your hands, as if they were slowly moving through honey or molasses.","Feel the warm energy enveloping your hands, and let it relax you.",Anxiety,Contentment,body,"Stressed, Sad, Creative, Curious",Aware,,stressed,present,,60,Yes,Alone
86,Repeat Your Name,"Close your eyes and start gently repeating your own name, either inwardly or aloud.","As you repeat your name, bring your awareness to different parts of your body. Notice where your name resonates and feels like it belongs.","If there are any areas of your body where your name doesn’t resonate, call back your name into your body by repeating it inwardly until your whole being feels your own again.",Sadness,Contentment,body,"Insecure, self_critical",Whole,psychology,self_critical,accepting,"Psychotherapy, Healing practices",600,Yes,Alone
88,Honor Seven Generations,Stand up tall with your eyes closed.,"Silently honor three generations back: parents, grandparents, great grandparents.","Silently honor three generations forward: children, grandchildren, great grandchildren. Appreciate how you—the seventh generation after your ancestors and before later generations—fit into the bigger picture.",Sadness,Gratitude,meaning,"Insecure, Sad, Lonely, Hopeful",Valued,indigenous,lonely,connected,Iroquois,60,Yes,"Alone, Together"
89,Take Up Space,Stand up.,Stretch every part of your body as big as it will go.,Take up space! Move through space as fully big as you can.,Fear,Contentment,body,"self_critical, Insecure, Sad, Motivated",Invincible,,insecure,confident,Theater,60,Yes,Alone
90,Look For Positives in Difficult Experiences,Reflect on your day so far and find a moment which was difficult.,"Think through that difficulty and look for hidden positives that might come out of the experience. What might you learn, or know to look out for next time you experience something difficult?","Without forcing yourself to feel positive, think about how this new information can help you in the future.",Anger,Interest,presence,"Sad, self_critical",Accepting,christianity,sad,grateful,Ignatian Daily Examen,60,Yes,Alone
91,"Ground Yourself with 
Palms Down","Find a flat surface nearby, like a wall or a table.","Place your palms flat on the surface, spreading out your fingers as wide as is comfortable. Notice the temperature and texture of the surface under your palms and fingertips.","Linger for a full minute, feeling into every bit of your hand that is pressed to the surface. See how it feels to lightly ground down the parts of your hand that may be hovering. Let the contact of your hands to the surface bring you fully into the present moment. ",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Relaxed",Grounded,,frustrated,present,,75,Yes,Alone
92,Press Your Hands,"Come to a comfortable seat. Relax your shoulders. Place your palms together, pressing gently.","Keeping your palms together, bring your thumbs to your chest and gently pressed them into your heart space. Close your eyes, and focus all of your attention on the place where your thumbs are making contact with your chest. ","Take a few rounds of breath, inhaling fully into your heart space, exhaling slowly and completely. Repeat as long as feels comfortable.",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Relaxed",Familiar,"buddhism,hinduism",worried,balanced,"Hinduism, Buddhism",60,Yes,Alone
93,Share a Good Word,Think of a wish you have for the world. Any wish you choose will be just right.,"Raise your dominant hand up in front of you, palm facing out.","Aloud or to yourself, say the word you wish for the world. Extend your wish as you extend your open palm. Repeat as many times as you’d like.",Pain,Love,creativity,"Lonely, Bored, Loving",United,,sad,hopeful,Blessings of all kinds,60,Yes,Alone
94,Bless Yourself with a Word,"Think of how you wish you felt or an emotion you wish you had, using a single word to describe it.","Place the palm of your hand on your chest, pressing gently into your heart space.","Holding your hand to you chest, slowly say to yourself “May I feel __________.” Feel free to close your eyes, and repeat the phrase to yourself as long as is comfortable.",Sadness,Contentment,emotions,"Stressed, Worried, Frustrated, Sad, Tired",Benevolent,buddhism,sad,loving,Buddhist metta meditation,60,Yes,Alone
95,Intertwine Your Fingers,"Place your palms together, and intertwine your fingers.","Pressing gently, hold your hands together for as long as is comfortable.","As you press your fingers, feel present, relaxed and grounded.",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Relaxed",Grounded,,stressed,present,Prayer of all kinds,60,Yes,Alone
96,Open Your Heart with Your Hands,Think of a wish you have for yourself. Anything you choose will be just right.,"Put your hands palms up in front of you, so the inner edge of hands touch each other.","Aloud or to yourself, say what you wish for yourself. Repeat it as long as is comfortable.",Anxiety,Contentment,emotions,"self_critical, Insecure, Worried, Hopeful",Giving,,insecure,hopeful,Prayer of all kinds,60,Yes,Alone
97,Recall a Beautiful Place,Think of a beautiful place you’ve been to.,"Close your eyes and let your mind paint a picture of this place, tracing over the intricate details of what makes it so pleasing. ","Consider how this place engages each of your five senses. What do you smell? What might you hear? What are the associated tastes? Sit for as long as is comfortable, eyes closed.",Sadness,Contentment,nature,"Stressed, Worried, Frustrated, Sad, Relaxed",Present,"buddhism,hinduism",frustrated,grateful,Meditation,60,Yes,Alone
98,Name the Hurt,Take a deep breath and slowly release it.,"Inhale again, and gently dig into hurtful feelings you’re experiencing. ","Name all the feelings you’re experiencing—either to yourself, or softly out loud. You can also write them down if you’d like.",Anxiety,Contentment,emotions,"Sad, Lonely, Stressed, Insecure, self_critical",Acceptance,psychology,worried,accepting,Psychotherapy,20,Yes,Alone
99,Listen for Nature,"Go outdoors. Once you’re there, take a deep breath and slowly release it.",Stay completely quiet and listen for sounds from nature.,"Notice the wind, running water, birdsong, trees swaying, or other sounds.",Anxiety,Contentment,nature,"Stressed, Worried, Frustrated, Sad, Relaxed",Attuned,indigenous,stressed,present,Pagan/Nature worship,60,Yes,Alone
100,List Your Fears in the Shower,"Get in the shower. Once comfortable, cross your hands over your chest and hold your shoulders gently.","Relax your gaze. With the protection of the sounds of running water, recite your fears one at a time —either to yourself, or softly aloud.","With each fear you utter, imagine the water washing it away. Feel a sense of freedom from the fear as you imagine it slipping down the drain.",Fear,Contentment,emotions,"Insecure, self_critical, Frustrated, Worried",Fearless,christianity,worried,confident,Christian Baptism,120,No,Alone
